Porto,Pais_Nome,CO_PAIS,Sentido,CO_ANO,VL_FOB,KG
Itajaí,Alemanha,232,EXP,2023,58749,4132
Itajaí,Alemanha,232,EXP,2024,50095,2388
Itajaí,Alemanha,232,IMP,2023,5023522,31353
Itajaí,Alemanha,232,IMP,2024,7321304,41695
Itajaí,Argentina,23,EXP,2023,12154020,639161
Itajaí,Argentina,23,EXP,2024,13083050,593503
Itajaí,Argentina,23,IMP,2023,295931634,1760371
Itajaí,Argentina,23,IMP,2024,434539967,2475009
Itajaí,Austrália,72,EXP,2023,935502,49561
Itajaí,Austrália,72,EXP,2024,2717139,64565
Itajaí,Austrália,72,IMP,2023,30659588,266340
Itajaí,Austrália,72,IMP,2024,30178379,296260
Itajaí,Bolívia,87,EXP,2023,1756126,311323
Itajaí,Bolívia,87,EXP,2024,1870569,273746
Itajaí,Bolívia,87,IMP,2023,5176466,20825
Itajaí,Bolívia,87,IMP,2024,10045780,26703
Itajaí,Bélgica,190,EXP,2023,4003587,152889
Itajaí,Bélgica,190,EXP,2024,1896496,90397
Itajaí,Bélgica,190,IMP,2023,53339328,210118
Itajaí,Bélgica,190,IMP,2024,58029938,363524
Itajaí,Canadá,169,EXP,2023,26828417,1099021
Itajaí,Canadá,169,EXP,2024,29091795,1334637
Itajaí,Canadá,169,IMP,2023,209465,9988
Itajaí,Canadá,169,IMP,2024,370174,9804
Itajaí,Chile,149,EXP,2023,6826962,248542
Itajaí,Chile,149,EXP,2024,7912419,234366
Itajaí,Chile,149,IMP,2023,45952166,113622
Itajaí,Chile,149,IMP,2024,68762704,135152
Itajaí,China,160,EXP,2023,6385695,337457
Itajaí,China,160,EXP,2024,8586031,456037
Itajaí,China,160,IMP,2023,311666096,2979179
Itajaí,China,160,IMP,2024,421318256,5687826
Itajaí,Colômbia,161,EXP,2023,364083,3689
Itajaí,Colômbia,161,EXP,2024,397107,4653
Itajaí,Colômbia,161,IMP,2023,70522331,310674
Itajaí,Colômbia,161,IMP,2024,70943560,315550
Itajaí,Coreia do Sul,399,EXP,2023,1920435,61475
Itajaí,Coreia do Sul,399,EXP,2024,1677142,85206
Itajaí,Coreia do Sul,399,IMP,2023,54031380,295911
Itajaí,Coreia do Sul,399,IMP,2024,55469182,272588
Itajaí,Dinamarca,267,EXP,2023,480789,1610
Itajaí,Dinamarca,267,EXP,2024,370190,3092
Itajaí,Dinamarca,267,IMP,2023,6013376,18502
Itajaí,Dinamarca,267,IMP,2024,12599978,69545
Itajaí,EUA,249,EXP,2023,62251646,3109933
Itajaí,EUA,249,EXP,2024,64153916,3772202
Itajaí,EUA,249,IMP,2023,330690619,3133646
Itajaí,EUA,249,IMP,2024,349625446,3273148
Itajaí,Espanha,245,EXP,2023,4585556,96929
Itajaí,Espanha,245,EXP,2024,5520025,347188
Itajaí,Espanha,245,IMP,2023,19879153,183993
Itajaí,Espanha,245,IMP,2024,19861691,238960
Itajaí,Filipinas,607,EXP,2023,2533572,157277
Itajaí,Filipinas,607,EXP,2024,3226968,140144
Itajaí,Filipinas,607,IMP,2023,4129215,18428
Itajaí,Filipinas,607,IMP,2024,4246122,48882
Itajaí,França,351,EXP,2023,489301,2960
Itajaí,França,351,EXP,2024,824337,14868
Itajaí,França,351,IMP,2023,13708923,135804
Itajaí,França,351,IMP,2024,9352275,180675
Itajaí,Grécia,196,EXP,2023,3068281,83612
Itajaí,Grécia,196,EXP,2024,3379373,106575
Itajaí,Grécia,196,IMP,2023,1398604,3018
Itajaí,Grécia,196,IMP,2024,3352723,2541
Itajaí,Indonésia,239,EXP,2023,18974807,763991
Itajaí,Indonésia,239,EXP,2024,18787536,717005
Itajaí,Indonésia,239,IMP,2023,1956467,11705
Itajaí,Indonésia,239,IMP,2024,1925570,27479
Itajaí,Irlanda,355,EXP,2023,179692,12996
Itajaí,Irlanda,355,EXP,2024,458183,33866
Itajaí,Irlanda,355,IMP,2023,13410607,97693
Itajaí,Irlanda,355,IMP,2024,14968439,101951
Itajaí,Israel,383,EXP,2023,1074500,93069
Itajaí,Israel,383,EXP,2024,1167369,5964
Itajaí,Israel,383,IMP,2023,7346507,48614
Itajaí,Israel,383,IMP,2024,11079914,60870
Itajaí,Itália,375,EXP,2023,132790,1791
Itajaí,Itália,375,EXP,2024,12212,859
Itajaí,Itália,375,IMP,2023,28413888,157606
Itajaí,Itália,375,IMP,2024,31831816,140975
Itajaí,Japão,386,EXP,2023,3254601,410525
Itajaí,Japão,386,EXP,2024,4696122,376862
Itajaí,Japão,386,IMP,2023,58598272,516979
Itajaí,Japão,386,IMP,2024,95449470,786268
Itajaí,Malásia,455,EXP,2023,285129,11300
Itajaí,Malásia,455,EXP,2024,299062,15962
Itajaí,Malásia,455,IMP,2023,53942799,227053
Itajaí,Malásia,455,IMP,2024,77199005,261848
Itajaí,México,493,EXP,2023,36914168,3968743
Itajaí,México,493,EXP,2024,34768444,3808491
Itajaí,México,493,IMP,2023,32929066,329045
Itajaí,México,493,IMP,2024,60615077,732536
Itajaí,Noruega,589,EXP,2023,15487827,367681
Itajaí,Noruega,589,EXP,2024,16193299,396365
Itajaí,Noruega,589,IMP,2023,5078736,88609
Itajaí,Noruega,589,IMP,2024,7779161,88055
Itajaí,Outros,13,EXP,2024,6819,44
Itajaí,Outros,15,IMP,2024,795,3
Itajaí,Outros,17,EXP,2023,107052,714
Itajaí,Outros,17,EXP,2024,96676,771
Itajaí,Outros,17,IMP,2023,10606,32
Itajaí,Outros,17,IMP,2024,15970,48
Itajaí,Outros,31,EXP,2023,707,89
Itajaí,Outros,31,EXP,2024,2536,484
Itajaí,Outros,31,IMP,2023,23,0
Itajaí,Outros,31,IMP,2024,189,1
Itajaí,Outros,37,EXP,2024,3819,20
Itajaí,Outros,40,EXP,2023,483869,12712
Itajaí,Outros,40,EXP,2024,1341481,28351
Itajaí,Outros,43,IMP,2024,414,1
Itajaí,Outros,53,EXP,2023,1703275,145650
Itajaí,Outros,53,EXP,2024,6196345,803578
Itajaí,Outros,53,IMP,2024,102,0
Itajaí,Outros,59,EXP,2023,69207,1812
Itajaí,Outros,59,EXP,2024,65408,729
Itajaí,Outros,59,IMP,2023,250,86
Itajaí,Outros,59,IMP,2024,3996,29
Itajaí,Outros,64,EXP,2023,34493,1025
Itajaí,Outros,64,EXP,2024,5583,32
Itajaí,Outros,64,IMP,2024,2306,2
Itajaí,Outros,65,EXP,2023,25735,422
Itajaí,Outros,65,EXP,2024,43024,898
Itajaí,Outros,69,EXP,2023,2168113,37018
Itajaí,Outros,69,EXP,2024,2392788,48274
Itajaí,Outros,69,IMP,2023,3480750,18179
Itajaí,Outros,69,IMP,2024,2183778,12225
Itajaí,Outros,73,EXP,2023,114434,13379
Itajaí,Outros,73,EXP,2024,67670,6244
Itajaí,Outros,77,EXP,2023,8153,37
Itajaí,Outros,77,EXP,2024,2024,3
Itajaí,Outros,80,EXP,2023,107939,1736
Itajaí,Outros,80,EXP,2024,143361,5364
Itajaí,Outros,80,IMP,2023,17277,175
Itajaí,Outros,80,IMP,2024,28078,136
Itajaí,Outros,81,EXP,2023,31801,899
Itajaí,Outros,81,EXP,2024,51726,1023
Itajaí,Outros,81,IMP,2023,1097893,70979
Itajaí,Outros,81,IMP,2024,4149340,259713
Itajaí,Outros,83,EXP,2023,88861,3333
Itajaí,Outros,83,EXP,2024,37621,1174
Itajaí,Outros,85,EXP,2024,21794,100
Itajaí,Outros,85,IMP,2023,60203,209
Itajaí,Outros,85,IMP,2024,917209,3426
Itajaí,Outros,88,EXP,2023,3469,342
Itajaí,Outros,88,EXP,2024,32654,604
Itajaí,Outros,88,IMP,2023,2552,161
Itajaí,Outros,88,IMP,2024,4379,76
Itajaí,Outros,93,EXP,2023,800,8
Itajaí,Outros,93,EXP,2024,9942,9
Itajaí,Outros,93,IMP,2023,42569,172
Itajaí,Outros,93,IMP,2024,212043,1005
Itajaí,Outros,97,EXP,2023,1830560,21330
Itajaí,Outros,97,EXP,2024,1290258,14462
Itajaí,Outros,97,IMP,2023,571235,17258
Itajaí,Outros,97,IMP,2024,450670,12712
Itajaí,Outros,98,IMP,2023,36398,950
Itajaí,Outros,98,IMP,2024,57625,651
Itajaí,Outros,99,EXP,2023,19239,521
Itajaí,Outros,99,EXP,2024,18541,501
Itajaí,Outros,99,IMP,2023,4628,17
Itajaí,Outros,99,IMP,2024,7173,15
Itajaí,Outros,101,EXP,2024,5304,1255
Itajaí,Outros,101,IMP,2024,2204,0
Itajaí,Outros,105,IMP,2023,425731,24629
Itajaí,Outros,105,IMP,2024,8172488,16762
Itajaí,Outros,108,EXP,2023,1026,127
Itajaí,Outros,108,EXP,2024,3677,86
Itajaí,Outros,111,EXP,2023,253909,2093
Itajaí,Outros,111,EXP,2024,39385,292
Itajaí,Outros,111,IMP,2023,537841,6330
Itajaí,Outros,111,IMP,2024,870613,9855
Itajaí,Outros,115,IMP,2024,9,0
Itajaí,Outros,127,EXP,2023,5256,130
Itajaí,Outros,127,EXP,2024,4004,185
Itajaí,Outros,127,IMP,2023,702,14
Itajaí,Outros,137,EXP,2023,3228,58
Itajaí,Outros,137,EXP,2024,23307,2283
Itajaí,Outros,141,EXP,2023,42382,236
Itajaí,Outros,141,EXP,2024,13535,103
Itajaí,Outros,141,IMP,2023,29058,354
Itajaí,Outros,141,IMP,2024,138683,2759
Itajaí,Outros,145,EXP,2023,17293,1266
Itajaí,Outros,145,EXP,2024,3908,295
Itajaí,Outros,145,IMP,2023,412,2
Itajaí,Outros,145,IMP,2024,314,6
Itajaí,Outros,153,EXP,2023,617620,14715
Itajaí,Outros,153,EXP,2024,1184848,33623
Itajaí,Outros,153,IMP,2024,1604,5
Itajaí,Outros,154,EXP,2023,89577,5320
Itajaí,Outros,154,EXP,2024,183658,2128
Itajaí,Outros,154,IMP,2023,2173,10
Itajaí,Outros,163,EXP,2023,13403,173
Itajaí,Outros,163,EXP,2024,118062,2066
Itajaí,Outros,163,IMP,2023,88946,221
Itajaí,Outros,163,IMP,2024,80449,229
Itajaí,Outros,165,EXP,2024,8392,67
Itajaí,Outros,165,IMP,2024,78986,5789
Itajaí,Outros,177,EXP,2023,1487,164
Itajaí,Outros,193,EXP,2023,9999,292
Itajaí,Outros,193,EXP,2024,156926,1983
Itajaí,Outros,195,EXP,2023,19702,273
Itajaí,Outros,195,EXP,2024,544,40
Itajaí,Outros,195,IMP,2023,460210,1780
Itajaí,Outros,195,IMP,2024,339567,1058
Itajaí,Outros,198,EXP,2023,105973,1878
Itajaí,Outros,198,EXP,2024,171691,5286
Itajaí,Outros,199,EXP,2023,19795,219
Itajaí,Outros,199,EXP,2024,4119,387
Itajaí,Outros,200,EXP,2023,14132,423
Itajaí,Outros,200,EXP,2024,24998,1030
Itajaí,Outros,229,EXP,2023,2243,504
Itajaí,Outros,240,EXP,2023,133854,4132
Itajaí,Outros,240,EXP,2024,588081,35045
Itajaí,Outros,240,IMP,2023,1229841,1450
Itajaí,Outros,240,IMP,2024,477412,1671
Itajaí,Outros,246,EXP,2023,71692,3674
Itajaí,Outros,246,EXP,2024,79515,6455
Itajaí,Outros,246,IMP,2023,3980427,16814
Itajaí,Outros,246,IMP,2024,8877933,26882
Itajaí,Outros,247,EXP,2023,487898,8050
Itajaí,Outros,247,EXP,2024,407022,4346
Itajaí,Outros,247,IMP,2023,1461543,43915
Itajaí,Outros,247,IMP,2024,3505405,104388
Itajaí,Outros,251,EXP,2023,12680,1007
Itajaí,Outros,251,EXP,2024,38850,693
Itajaí,Outros,251,IMP,2023,82651,1168
Itajaí,Outros,251,IMP,2024,369934,1723
Itajaí,Outros,259,EXP,2024,46,4
Itajaí,Outros,271,EXP,2023,921190,3158
Itajaí,Outros,271,EXP,2024,689755,9347
Itajaí,Outros,271,IMP,2023,4621702,23430
Itajaí,Outros,271,IMP,2024,4104071,28507
Itajaí,Outros,281,EXP,2023,370,1
Itajaí,Outros,281,EXP,2024,10873,2140
Itajaí,Outros,285,IMP,2023,266,1
Itajaí,Outros,289,EXP,2023,21142,2018
Itajaí,Outros,289,EXP,2024,98055,2418
Itajaí,Outros,291,EXP,2023,20929,137
Itajaí,Outros,291,EXP,2024,137049,11248
Itajaí,Outros,291,IMP,2023,870,52
Itajaí,Outros,291,IMP,2024,35186,53
Itajaí,Outros,293,IMP,2023,946,1
Itajaí,Outros,297,EXP,2023,2597,83
Itajaí,Outros,297,IMP,2023,28,1
Itajaí,Outros,301,EXP,2023,173660,1968
Itajaí,Outros,301,EXP,2024,213258,5387
Itajaí,Outros,301,IMP,2023,21176,156
Itajaí,Outros,301,IMP,2024,553307,16755
Itajaí,Outros,309,EXP,2023,13050,69
Itajaí,Outros,309,EXP,2024,37672,1390
Itajaí,Outros,313,EXP,2023,1311,5
Itajaí,Outros,313,EXP,2024,825,1
Itajaí,Outros,317,EXP,2023,2619492,75648
Itajaí,Outros,317,EXP,2024,4916374,115184
Itajaí,Outros,317,IMP,2023,237,5
Itajaí,Outros,317,IMP,2024,6365,266
Itajaí,Outros,321,IMP,2024,71,2
Itajaí,Outros,325,EXP,2023,67848,265
Itajaí,Outros,325,EXP,2024,13184,34
Itajaí,Outros,329,EXP,2023,1894,273
Itajaí,Outros,329,EXP,2024,60447,561
Itajaí,Outros,331,EXP,2023,1305,291
Itajaí,Outros,331,IMP,2024,538,1
Itajaí,Outros,334,EXP,2023,2334,138
Itajaí,Outros,334,EXP,2024,20,20
Itajaí,Outros,337,EXP,2023,84421,1233
Itajaí,Outros,337,EXP,2024,68564,2344
Itajaí,Outros,341,EXP,2023,140519,1245
Itajaí,Outros,341,EXP,2024,29702,784
Itajaí,Outros,341,IMP,2023,3170,10
Itajaí,Outros,341,IMP,2024,3004,8
Itajaí,Outros,345,EXP,2023,1079227,25046
Itajaí,Outros,345,EXP,2024,902638,20340
Itajaí,Outros,345,IMP,2023,199517,7409
Itajaí,Outros,345,IMP,2024,255508,9571
Itajaí,Outros,357,EXP,2024,2507,12
Itajaí,Outros,365,EXP,2023,578818,20871
Itajaí,Outros,365,EXP,2024,1681784,72076
Itajaí,Outros,365,IMP,2023,2892147,11052
Itajaí,Outros,365,IMP,2024,3317852,27839
Itajaí,Outros,369,EXP,2023,302678,3091
Itajaí,Outros,369,EXP,2024,226534,2722
Itajaí,Outros,372,EXP,2023,14110,1000
Itajaí,Outros,372,EXP,2024,12350,273
Itajaí,Outros,372,IMP,2023,248674,81
Itajaí,Outros,372,IMP,2024,25842,64
Itajaí,Outros,379,EXP,2024,1066,72
Itajaí,Outros,379,IMP,2023,1034,0
Itajaí,Outros,379,IMP,2024,25,0
Itajaí,Outros,391,EXP,2023,59638,924
Itajaí,Outros,391,EXP,2024,92971,1109
Itajaí,Outros,391,IMP,2023,5153,195
Itajaí,Outros,403,EXP,2023,176314,8516
Itajaí,Outros,403,EXP,2024,338545,9770
Itajaí,Outros,403,IMP,2024,7160,37
Itajaí,Outros,420,IMP,2023,56825,999
Itajaí,Outros,420,IMP,2024,2904751,4315
Itajaí,Outros,427,EXP,2023,67871,1178
Itajaí,Outros,427,EXP,2024,70464,1341
Itajaí,Outros,427,IMP,2023,233952,1408
Itajaí,Outros,427,IMP,2024,539929,1943
Itajaí,Outros,431,EXP,2023,173277,2947
Itajaí,Outros,431,EXP,2024,186477,3041
Itajaí,Outros,431,IMP,2023,1200,560
Itajaí,Outros,431,IMP,2024,9667,4249
Itajaí,Outros,434,EXP,2023,11165,80
Itajaí,Outros,438,EXP,2023,14406,237
Itajaí,Outros,438,EXP,2024,61821,1319
Itajaí,Outros,440,IMP,2023,301581,9010
Itajaí,Outros,440,IMP,2024,43501,277
Itajaí,Outros,442,EXP,2023,921842,29141
Itajaí,Outros,442,EXP,2024,184899,5560
Itajaí,Outros,442,IMP,2023,641699,2339
Itajaí,Outros,442,IMP,2024,1581948,10888
Itajaí,Outros,445,EXP,2023,8282,293
Itajaí,Outros,445,EXP,2024,10684,1259
Itajaí,Outros,445,IMP,2023,314552,2390
Itajaí,Outros,445,IMP,2024,444501,3245
Itajaí,Outros,447,EXP,2024,1954,10
Itajaí,Outros,447,IMP,2024,10233,76
Itajaí,Outros,449,EXP,2023,15827,65
Itajaí,Outros,449,EXP,2024,17792,67
Itajaí,Outros,449,IMP,2023,755383,24491
Itajaí,Outros,449,IMP,2024,149383,5864
Itajaí,Outros,450,IMP,2023,3686,27
Itajaí,Outros,450,IMP,2024,16180,263
Itajaí,Outros,458,EXP,2023,2341,11
Itajaí,Outros,461,EXP,2023,1800,23
Itajaí,Outros,461,EXP,2024,44945,4231
Itajaí,Outros,464,EXP,2023,2380,165
Itajaí,Outros,464,EXP,2024,50789,3056
Itajaí,Outros,464,IMP,2023,113,3
Itajaí,Outros,467,EXP,2023,24334,432
Itajaí,Outros,467,EXP,2024,25214,338
Itajaí,Outros,467,IMP,2023,136501,136
Itajaí,Outros,467,IMP,2024,61345,176
Itajaí,Outros,474,EXP,2023,574637,4433
Itajaí,Outros,474,EXP,2024,572450,23648
Itajaí,Outros,474,IMP,2023,628049,7294
Itajaí,Outros,474,IMP,2024,622112,5287
Itajaí,Outros,477,EXP,2023,23597,137
Itajaí,Outros,477,EXP,2024,8900,602
Itajaí,Outros,485,EXP,2023,14693,106
Itajaí,Outros,485,EXP,2024,14939,109
Itajaí,Outros,485,IMP,2023,277,2
Itajaí,Outros,485,IMP,2024,80,4
Itajaí,Outros,488,EXP,2023,4168,76
Itajaí,Outros,488,EXP,2024,2499,217
Itajaí,Outros,494,EXP,2023,12693,60
Itajaí,Outros,494,EXP,2024,19327,67
Itajaí,Outros,494,IMP,2023,1938,5
Itajaí,Outros,494,IMP,2024,7289,85
Itajaí,Outros,495,EXP,2024,5879,34
Itajaí,Outros,495,IMP,2023,163,3
Itajaí,Outros,495,IMP,2024,2050,43
Itajaí,Outros,497,EXP,2023,14155,95
Itajaí,Outros,497,EXP,2024,30117,1481
Itajaí,Outros,498,IMP,2024,39095,64
Itajaí,Outros,505,EXP,2023,71006,1436
Itajaí,Outros,505,EXP,2024,25637,472
Itajaí,Outros,505,IMP,2023,1293,22
Itajaí,Outros,505,IMP,2024,538,18
Itajaí,Outros,507,EXP,2023,1708,75
Itajaí,Outros,507,EXP,2024,981,403
Itajaí,Outros,507,IMP,2023,480,7
Itajaí,Outros,511,IMP,2023,83,0
Itajaí,Outros,517,EXP,2023,12330,94
Itajaí,Outros,517,EXP,2024,8040,211
Itajaí,Outros,521,EXP,2023,861169,14024
Itajaí,Outros,521,EXP,2024,841711,19446
Itajaí,Outros,521,IMP,2023,2660,927
Itajaí,Outros,521,IMP,2024,6269,1059
Itajaí,Outros,525,IMP,2023,13272,389
Itajaí,Outros,525,IMP,2024,2339,71
Itajaí,Outros,528,EXP,2023,149059,4183
Itajaí,Outros,528,EXP,2024,180143,3812
Itajaí,Outros,528,IMP,2023,21,1
Itajaí,Outros,531,IMP,2024,166,0
Itajaí,Outros,538,EXP,2023,62439,855
Itajaí,Outros,538,EXP,2024,34969,2659
Itajaí,Outros,538,IMP,2023,1701411,11621
Itajaí,Outros,538,IMP,2024,3759703,30818
Itajaí,Outros,542,EXP,2023,13263,102
Itajaí,Outros,542,EXP,2024,40808,1237
Itajaí,Outros,542,IMP,2023,7240,18
Itajaí,Outros,542,IMP,2024,4229,79
Itajaí,Outros,545,EXP,2023,674,13
Itajaí,Outros,548,EXP,2023,80897,4140
Itajaí,Outros,548,EXP,2024,100789,2255
Itajaí,Outros,548,IMP,2023,832523,3421
Itajaí,Outros,548,IMP,2024,336889,9101
Itajaí,Outros,556,EXP,2023,147428,12048
Itajaí,Outros,556,EXP,2024,477321,24958
Itajaí,Outros,566,EXP,2023,342,1
Itajaí,Outros,566,EXP,2024,8010,283
Itajaí,Outros,566,IMP,2023,4869,40
Itajaí,Outros,575,EXP,2024,145,1
Itajaí,Outros,576,EXP,2023,48227,2708
Itajaí,Outros,576,EXP,2024,116845,13947
Itajaí,Outros,576,IMP,2023,327248,16335
Itajaí,Outros,576,IMP,2024,503376,31089
Itajaí,Outros,580,EXP,2023,2130659,41075
Itajaí,Outros,580,EXP,2024,2225995,54694
Itajaí,Outros,580,IMP,2023,273470,71
Itajaí,Outros,580,IMP,2024,57180,418
Itajaí,Outros,586,EXP,2023,1570848,42197
Itajaí,Outros,586,EXP,2024,1739885,26281
Itajaí,Outros,586,IMP,2023,137170,4058
Itajaí,Outros,586,IMP,2024,246383,5368
Itajaí,Outros,593,IMP,2023,5458,5
Itajaí,Outros,593,IMP,2024,763,1
Itajaí,Outros,599,EXP,2023,8333,186
Itajaí,Outros,599,EXP,2024,1760,88
Itajaí,Outros,623,EXP,2023,262963,7607
Itajaí,Outros,623,EXP,2024,364332,9969
Itajaí,Outros,623,IMP,2024,404,1
Itajaí,Outros,625,EXP,2023,7529,536
Itajaí,Outros,625,IMP,2023,58,0
Itajaí,Outros,625,IMP,2024,317,3
Itajaí,Outros,640,EXP,2024,142,3
Itajaí,Outros,640,IMP,2023,152,1
Itajaí,Outros,640,IMP,2024,334,0
Itajaí,Outros,647,EXP,2023,1301757,31099
Itajaí,Outros,647,EXP,2024,1302046,30917
Itajaí,Outros,647,IMP,2023,2905137,35013
Itajaí,Outros,647,IMP,2024,4840358,55394
Itajaí,Outros,660,EXP,2023,1665,250
Itajaí,Outros,660,EXP,2024,30927,769
Itajaí,Outros,665,EXP,2023,4155,1155
Itajaí,Outros,670,EXP,2023,419052,15856
Itajaí,Outros,670,EXP,2024,640973,101923
Itajaí,Outros,670,IMP,2023,4697469,37461
Itajaí,Outros,670,IMP,2024,7436316,61304
Itajaí,Outros,675,EXP,2023,65003,785
Itajaí,Outros,675,EXP,2024,83277,1344
Itajaí,Outros,675,IMP,2024,617,7
Itajaí,Outros,676,EXP,2023,405208,7147
Itajaí,Outros,676,EXP,2024,219934,1882
Itajaí,Outros,676,IMP,2023,23941,472
Itajaí,Outros,676,IMP,2024,134767,2945
Itajaí,Outros,687,EXP,2023,2477464,35280
Itajaí,Outros,687,EXP,2024,2537590,66491
Itajaí,Outros,687,IMP,2023,89753,180
Itajaí,Outros,687,IMP,2024,180184,374
Itajaí,Outros,690,IMP,2024,5841,88
Itajaí,Outros,693,EXP,2023,7939,46
Itajaí,Outros,695,IMP,2024,670,3
Itajaí,Outros,697,EXP,2023,73,70
Itajaí,Outros,697,IMP,2023,3983,87
Itajaí,Outros,697,IMP,2024,7577,2876
Itajaí,Outros,698,EXP,2023,1121,14
Itajaí,Outros,698,EXP,2024,4548,12
Itajaí,Outros,699,EXP,2023,13805,59
Itajaí,Outros,699,EXP,2024,4614,13
Itajaí,Outros,705,EXP,2023,20,51
Itajaí,Outros,710,IMP,2023,91,3
Itajaí,Outros,710,IMP,2024,183,6
Itajaí,Outros,720,EXP,2024,421,62
Itajaí,Outros,728,EXP,2023,871416,220934
Itajaí,Outros,728,EXP,2024,2266578,473037
Itajaí,Outros,728,IMP,2023,2830,2
Itajaí,Outros,728,IMP,2024,520,0
Itajaí,Outros,731,IMP,2023,11894,194
Itajaí,Outros,731,IMP,2024,16,0
Itajaí,Outros,735,EXP,2024,40139,2259
Itajaí,Outros,735,IMP,2023,12343,74
Itajaí,Outros,735,IMP,2024,896,3
Itajaí,Outros,737,EXP,2023,71146,820
Itajaí,Outros,737,EXP,2024,84436,615
Itajaí,Outros,737,IMP,2023,41630,346
Itajaí,Outros,737,IMP,2024,84507,1366
Itajaí,Outros,744,EXP,2023,138401,1674
Itajaí,Outros,744,EXP,2024,33106,53
Itajaí,Outros,748,EXP,2024,2413,139
Itajaí,Outros,748,IMP,2023,3145,10
Itajaí,Outros,748,IMP,2024,1533,5
Itajaí,Outros,750,EXP,2023,45343,1629
Itajaí,Outros,750,EXP,2024,120001,2996
Itajaí,Outros,750,IMP,2023,1525286,1745
Itajaí,Outros,750,IMP,2024,1418733,2674
Itajaí,Outros,754,EXP,2024,9708,99
Itajaí,Outros,754,IMP,2023,714,9
Itajaí,Outros,754,IMP,2024,3852,28
Itajaí,Outros,759,IMP,2023,6388,4
Itajaí,Outros,759,IMP,2024,1597,1
Itajaí,Outros,770,EXP,2023,102456,3701
Itajaí,Outros,770,EXP,2024,36095,1168
Itajaí,Outros,770,IMP,2023,1374,3
Itajaí,Outros,780,EXP,2023,76232,1751
Itajaí,Outros,780,EXP,2024,138998,2652
Itajaí,Outros,782,EXP,2023,38,1
Itajaí,Outros,783,EXP,2024,4600,11
Itajaí,Outros,795,EXP,2023,15,0
Itajaí,Outros,795,IMP,2024,982,4
Itajaí,Outros,800,EXP,2024,149,2
Itajaí,Outros,815,EXP,2023,55490,2143
Itajaí,Outros,815,EXP,2024,57532,5348
Itajaí,Outros,820,EXP,2023,59133,1696
Itajaí,Outros,820,EXP,2024,27328,268
Itajaí,Outros,820,IMP,2023,131955,1190
Itajaí,Outros,820,IMP,2024,599357,4961
Itajaí,Outros,823,EXP,2023,1602,280
Itajaí,Outros,823,IMP,2024,757,13
Itajaí,Outros,824,IMP,2023,1131,3
Itajaí,Outros,824,IMP,2024,3485,38
Itajaí,Outros,831,EXP,2023,207698,12213
Itajaí,Outros,831,EXP,2024,257032,9000
Itajaí,Outros,831,IMP,2023,1285238,11370
Itajaí,Outros,831,IMP,2024,1661821,16629
Itajaí,Outros,833,EXP,2023,281074,2687
Itajaí,Outros,833,EXP,2024,32604,615
Itajaí,Outros,833,IMP,2023,112311,4893
Itajaí,Outros,845,EXP,2023,1249463,16385
Itajaí,Outros,845,EXP,2024,1098521,16510
Itajaí,Outros,845,IMP,2023,90432,1251
Itajaí,Outros,845,IMP,2024,73421,5023
Itajaí,Outros,847,EXP,2023,93263,6910
Itajaí,Outros,847,EXP,2024,98831,7105
Itajaí,Outros,848,IMP,2024,3001,83
Itajaí,Outros,850,EXP,2023,1504254,49002
Itajaí,Outros,850,EXP,2024,3081806,381481
Itajaí,Outros,850,IMP,2023,126,1
Itajaí,Outros,850,IMP,2024,1756,1
Itajaí,Outros,863,EXP,2023,17040,493
Itajaí,Outros,863,EXP,2024,12035,230
Itajaí,Outros,863,IMP,2023,1451,10
Itajaí,Outros,863,IMP,2024,2845,35
Itajaí,Outros,870,IMP,2023,28200,402
Itajaí,Outros,888,EXP,2024,71181,1480
Itajaí,Outros,890,EXP,2023,10110,260
Itajaí,Outros,890,EXP,2024,100282,5571
Itajaí,Paquistão,603,EXP,2023,1772417,59999
Itajaí,Paquistão,603,EXP,2024,2188159,38096
Itajaí,Paquistão,603,IMP,2023,6957530,71844
Itajaí,Paquistão,603,IMP,2024,9753829,140392
Itajaí,Países Baixos,275,EXP,2023,4128608,203970
Itajaí,Países Baixos,275,EXP,2024,5769052,281669
Itajaí,Países Baixos,275,IMP,2023,58275140,277873
Itajaí,Países Baixos,275,IMP,2024,79091081,417853
Itajaí,Países Baixos,611,EXP,2023,1199913,47148
Itajaí,Países Baixos,611,EXP,2024,1732691,71654
Itajaí,Países Baixos,611,IMP,2023,611366,7729
Itajaí,Países Baixos,611,IMP,2024,3919904,163366
Itajaí,Peru,628,EXP,2023,5202434,375659
Itajaí,Peru,628,EXP,2024,5543852,281590
Itajaí,Peru,628,IMP,2023,95240719,420559
Itajaí,Peru,628,IMP,2024,135201362,498346
Itajaí,Portugal,573,EXP,2023,2587116,460579
Itajaí,Portugal,573,EXP,2024,658388,27111
Itajaí,Portugal,573,IMP,2023,4696031,51080
Itajaí,Portugal,573,IMP,2024,16415411,75577
Itajaí,Reino Unido,158,EXP,2023,23681620,760267
Itajaí,Reino Unido,158,EXP,2024,17311308,530228
Itajaí,Reino Unido,158,IMP,2023,549775,24169
Itajaí,Reino Unido,158,IMP,2024,883162,97228
Itajaí,Singapura,767,EXP,2023,900079,78113
Itajaí,Singapura,767,EXP,2024,1511734,85916
Itajaí,Singapura,767,IMP,2023,60586774,144228
