Porto,Pais_Nome,CO_PAIS,Sentido,CO_ANO,VL_FOB,KG
Outros Portos,Outros,693,EXP,2024,16671,66
Outros Portos,Outros,693,IMP,2024,18,0
Outros Portos,Outros,695,IMP,2024,131532,1026
Outros Portos,Outros,698,EXP,2023,17608,638
Outros Portos,Outros,699,EXP,2023,10918,406
Outros Portos,Outros,699,EXP,2024,3872,86
Outros Portos,Outros,705,EXP,2023,16833,108
Outros Portos,Outros,710,IMP,2023,8340,29
Outros Portos,Outros,715,EXP,2023,600,66
Outros Portos,Outros,720,EXP,2023,3296,262
Outros Portos,Outros,720,EXP,2024,5250,25
Outros Portos,Outros,728,EXP,2023,94547,10922
Outros Portos,Outros,728,EXP,2024,781124,157778
Outros Portos,Outros,728,IMP,2023,1916,2
Outros Portos,Outros,728,IMP,2024,3240,2
Outros Portos,Outros,731,EXP,2023,5686,247
Outros Portos,Outros,731,EXP,2024,374,19
Outros Portos,Outros,731,IMP,2023,153320,215
Outros Portos,Outros,731,IMP,2024,92952,114
Outros Portos,Outros,735,IMP,2023,2212,110
Outros Portos,Outros,735,IMP,2024,1025,55
Outros Portos,Outros,737,EXP,2023,202605,2200
Outros Portos,Outros,737,EXP,2024,225611,4102
Outros Portos,Outros,737,IMP,2023,267603,1658
Outros Portos,Outros,737,IMP,2024,157175,2893
Outros Portos,Outros,744,IMP,2023,11,0
Outros Portos,Outros,744,IMP,2024,1360,3
Outros Portos,Outros,748,IMP,2024,785,2
Outros Portos,Outros,750,EXP,2023,1196919,14351
Outros Portos,Outros,750,EXP,2024,919890,11616
Outros Portos,Outros,750,IMP,2023,347243,3328
Outros Portos,Outros,750,IMP,2024,830852,84711
Outros Portos,Outros,754,IMP,2023,4613,14
Outros Portos,Outros,754,IMP,2024,7903,19
Outros Portos,Outros,759,EXP,2024,3061,15
Outros Portos,Outros,759,IMP,2024,2721,0
Outros Portos,Outros,770,EXP,2023,240867,5913
Outros Portos,Outros,770,EXP,2024,285100,4631
Outros Portos,Outros,770,IMP,2023,20,1
Outros Portos,Outros,770,IMP,2024,255,1
Outros Portos,Outros,780,EXP,2023,130117,2339
Outros Portos,Outros,780,EXP,2024,38600,169
Outros Portos,Outros,781,EXP,2023,664,11
Outros Portos,Outros,781,EXP,2024,59,0
Outros Portos,Outros,782,IMP,2024,647,6
Outros Portos,Outros,788,IMP,2024,235,1
Outros Portos,Outros,795,EXP,2023,17035,825
Outros Portos,Outros,795,EXP,2024,312,13
Outros Portos,Outros,805,IMP,2023,2036,1
Outros Portos,Outros,815,EXP,2023,79554,2225
Outros Portos,Outros,815,EXP,2024,55400,692
Outros Portos,Outros,820,EXP,2023,64834,967
Outros Portos,Outros,820,EXP,2024,402176,1650
Outros Portos,Outros,820,IMP,2023,1244058,15405
Outros Portos,Outros,820,IMP,2024,1180273,12773
Outros Portos,Outros,823,EXP,2023,3181,11
Outros Portos,Outros,823,EXP,2024,7702,42
Outros Portos,Outros,831,EXP,2023,230420,3370
Outros Portos,Outros,831,EXP,2024,193140,1977
Outros Portos,Outros,831,IMP,2023,718710,3142
Outros Portos,Outros,831,IMP,2024,17239401,10853
Outros Portos,Outros,833,EXP,2023,2323,7
Outros Portos,Outros,833,EXP,2024,27756,20
Outros Portos,Outros,845,EXP,2023,4321543,51518
Outros Portos,Outros,845,EXP,2024,9940417,123482
Outros Portos,Outros,845,IMP,2023,1467043,6792
Outros Portos,Outros,845,IMP,2024,1876018,10450
Outros Portos,Outros,847,EXP,2023,432122,9006
Outros Portos,Outros,847,EXP,2024,339535,6829
Outros Portos,Outros,850,EXP,2023,2629755,32561
Outros Portos,Outros,850,EXP,2024,4401211,369545
Outros Portos,Outros,850,IMP,2023,94,2
Outros Portos,Outros,863,EXP,2023,17676,149
Outros Portos,Outros,863,EXP,2024,77540,97
Outros Portos,Outros,863,IMP,2024,1302,26
Outros Portos,Outros,866,EXP,2023,3415,19
Outros Portos,Outros,866,IMP,2023,388,3
Outros Portos,Outros,870,EXP,2023,8666,138
Outros Portos,Outros,870,IMP,2024,5092,1
Outros Portos,Outros,888,EXP,2023,69800,1508
Outros Portos,Outros,888,EXP,2024,1602,57
Outros Portos,Outros,890,EXP,2023,87861,9804
Outros Portos,Outros,890,EXP,2024,11675,299
Outros Portos,Outros,890,IMP,2024,5474,80
Outros Portos,Paquistão,603,EXP,2023,7186723,107937
Outros Portos,Paquistão,603,EXP,2024,7482563,870744
Outros Portos,Paquistão,603,IMP,2023,19360679,113191
Outros Portos,Paquistão,603,IMP,2024,35358758,297855
Outros Portos,Países Baixos,275,EXP,2023,29588762,3484704
Outros Portos,Países Baixos,275,EXP,2024,53119629,3029985
Outros Portos,Países Baixos,275,IMP,2023,184125070,761944
Outros Portos,Países Baixos,275,IMP,2024,330547681,934841
Outros Portos,Países Baixos,611,EXP,2023,653208,21959
Outros Portos,Países Baixos,611,EXP,2024,828953,31060
Outros Portos,Países Baixos,611,IMP,2023,23514919,64806
Outros Portos,Países Baixos,611,IMP,2024,53935842,71695
Outros Portos,Peru,628,EXP,2023,459443752,5548875
Outros Portos,Peru,628,EXP,2024,601061908,7578785
Outros Portos,Peru,628,IMP,2023,90162389,577152
Outros Portos,Peru,628,IMP,2024,133212697,568185
Outros Portos,Portugal,573,EXP,2023,37160236,4776473
Outros Portos,Portugal,573,EXP,2024,65879946,4461022
Outros Portos,Portugal,573,IMP,2023,28894425,552980
Outros Portos,Portugal,573,IMP,2024,47666160,339741
Outros Portos,Reino Unido,158,EXP,2023,32664735,1562770
Outros Portos,Reino Unido,158,EXP,2024,19008657,725418
Outros Portos,Reino Unido,158,IMP,2023,1284107,27084
Outros Portos,Reino Unido,158,IMP,2024,1770534,46436
Outros Portos,Singapura,767,EXP,2023,706456260,1038736
Outros Portos,Singapura,767,EXP,2024,869876538,1111549
Outros Portos,Singapura,767,IMP,2023,327088889,209291
Outros Portos,Singapura,767,IMP,2024,403291215,247288
Outros Portos,Sri Lanka,244,EXP,2023,116955492,94150
Outros Portos,Sri Lanka,244,EXP,2024,134142475,96374
Outros Portos,Sri Lanka,244,IMP,2023,748116,2990
Outros Portos,Sri Lanka,244,IMP,2024,594202,10587
Outros Portos,Suécia,756,EXP,2023,1761623,81997
Outros Portos,Suécia,756,EXP,2024,5158511,204908
Outros Portos,Suécia,756,IMP,2023,128961993,118316
Outros Portos,Suécia,756,IMP,2024,225628979,91458
Outros Portos,Suíça,764,EXP,2023,5531736,14708
Outros Portos,Suíça,764,EXP,2024,5221008,8574
Outros Portos,Suíça,764,IMP,2023,27691231,227642
Outros Portos,Suíça,764,IMP,2024,29383262,297479
Outros Portos,Tailândia,741,EXP,2023,3077034,46661
Outros Portos,Tailândia,741,EXP,2024,3057859,45196
Outros Portos,Tailândia,741,IMP,2023,66297407,90056
Outros Portos,Tailândia,741,IMP,2024,129113011,100270
Outros Portos,Taiwan,776,EXP,2023,14910967,85921
Outros Portos,Taiwan,776,EXP,2024,13568224,63228
Outros Portos,Taiwan,776,IMP,2023,75883669,556715
Outros Portos,Taiwan,776,IMP,2024,70923333,719833
Outros Portos,Turquia,791,EXP,2023,261926,22188
Outros Portos,Turquia,791,EXP,2024,430429,44158
Outros Portos,Turquia,791,IMP,2023,11624241,89033
Outros Portos,Turquia,791,IMP,2024,15306050,142583
Outros Portos,Uruguai,858,EXP,2023,24617141,88760
Outros Portos,Uruguai,858,EXP,2024,29064778,215187
Outros Portos,Uruguai,858,IMP,2023,859314847,2869496
Outros Portos,Uruguai,858,IMP,2024,1109195435,3242957
Outros Portos,Vietname,827,EXP,2023,33851424,202115
Outros Portos,Vietname,827,EXP,2024,7845225,108014
Outros Portos,Vietname,827,IMP,2023,4471476,80091
Outros Portos,Vietname,827,IMP,2024,4103605,86268
Outros Portos,Áustria,63,EXP,2023,42630160,481526
Outros Portos,Áustria,63,EXP,2024,31288650,411314
Outros Portos,Áustria,63,IMP,2023,24758324,253241
Outros Portos,Áustria,63,IMP,2024,20758433,172859
Outros Portos,Índia,361,EXP,2023,265874408,235488
Outros Portos,Índia,361,EXP,2024,55631828,365568
Outros Portos,Índia,361,IMP,2023,348641101,2165328
Outros Portos,Índia,361,IMP,2024,431181687,3398885
Paranaguá,Alemanha,232,EXP,2023,81239,596
Paranaguá,Alemanha,232,EXP,2024,195481,6230
Paranaguá,Alemanha,232,IMP,2023,393937954,334889
Paranaguá,Alemanha,232,IMP,2024,462899046,392678
Paranaguá,Argentina,23,EXP,2023,10696609,400056
Paranaguá,Argentina,23,EXP,2024,14494961,387938
Paranaguá,Argentina,23,IMP,2023,95782621,1380503
Paranaguá,Argentina,23,IMP,2024,94791496,1203041
Paranaguá,Austrália,72,EXP,2023,302766,10288
Paranaguá,Austrália,72,EXP,2024,224596,15282
Paranaguá,Austrália,72,IMP,2023,7318015,86175
Paranaguá,Austrália,72,IMP,2024,5793410,103304
Paranaguá,Bolívia,87,EXP,2023,1005007,37639
Paranaguá,Bolívia,87,EXP,2024,1847600,40573
Paranaguá,Bolívia,87,IMP,2023,3448279,78121
Paranaguá,Bolívia,87,IMP,2024,2782795,58636
Paranaguá,Bélgica,190,EXP,2023,836707,42142
Paranaguá,Bélgica,190,EXP,2024,864601,30643
Paranaguá,Bélgica,190,IMP,2023,16713549,104465
Paranaguá,Bélgica,190,IMP,2024,15980414,131413
Paranaguá,Canadá,169,EXP,2023,17408643,882363
Paranaguá,Canadá,169,EXP,2024,22216937,1597925
Paranaguá,Canadá,169,IMP,2023,783400,14543
Paranaguá,Canadá,169,IMP,2024,934027,27178
Paranaguá,Chile,149,EXP,2023,5178536,50578
Paranaguá,Chile,149,EXP,2024,2477954,194055
Paranaguá,Chile,149,IMP,2023,18174314,98980
Paranaguá,Chile,149,IMP,2024,16691214,84443
Paranaguá,China,160,EXP,2023,6206411,138552
Paranaguá,China,160,EXP,2024,7829679,153188
Paranaguá,China,160,IMP,2023,108472204,1339785
Paranaguá,China,160,IMP,2024,136207750,1874844
Paranaguá,Colômbia,161,EXP,2023,321973,5030
Paranaguá,Colômbia,161,EXP,2024,342061,5900
Paranaguá,Colômbia,161,IMP,2023,31628617,103960
Paranaguá,Colômbia,161,IMP,2024,34929268,88791
Paranaguá,Coreia do Sul,399,EXP,2023,6989908,128018
Paranaguá,Coreia do Sul,399,EXP,2024,8513400,145074
Paranaguá,Coreia do Sul,399,IMP,2023,18927883,104048
Paranaguá,Coreia do Sul,399,IMP,2024,23031106,194795
Paranaguá,Dinamarca,267,EXP,2023,68967,729
Paranaguá,Dinamarca,267,EXP,2024,173562,2697
Paranaguá,Dinamarca,267,IMP,2023,3641660,8372
Paranaguá,Dinamarca,267,IMP,2024,3040107,10943
Paranaguá,EUA,249,EXP,2023,88347216,3813831
Paranaguá,EUA,249,EXP,2024,114696732,4861282
Paranaguá,EUA,249,IMP,2023,209222755,2589650
Paranaguá,EUA,249,IMP,2024,183599851,1787986
Paranaguá,Espanha,245,EXP,2023,50023142,153990
Paranaguá,Espanha,245,EXP,2024,21338481,498145
Paranaguá,Espanha,245,IMP,2023,32068408,260898
Paranaguá,Espanha,245,IMP,2024,18482985,230402
Paranaguá,Filipinas,607,EXP,2023,1744127,78524
Paranaguá,Filipinas,607,EXP,2024,1702474,174162
Paranaguá,Filipinas,607,IMP,2023,2171827,31817
Paranaguá,Filipinas,607,IMP,2024,1553089,42071
Paranaguá,França,351,EXP,2023,2833637,43120
Paranaguá,França,351,EXP,2024,4975860,40087
Paranaguá,França,351,IMP,2023,2523718,27646
Paranaguá,França,351,IMP,2024,2371677,32758
Paranaguá,Grécia,196,EXP,2023,1281189,93156
Paranaguá,Grécia,196,EXP,2024,1688184,35957
Paranaguá,Grécia,196,IMP,2023,109830,148
Paranaguá,Grécia,196,IMP,2024,101820,195
Paranaguá,Indonésia,239,EXP,2023,8687498,939115
Paranaguá,Indonésia,239,EXP,2024,10611174,1782943
Paranaguá,Indonésia,239,IMP,2023,125996,6051
Paranaguá,Indonésia,239,IMP,2024,232048,8589
Paranaguá,Irlanda,355,EXP,2023,2183588,127536
Paranaguá,Irlanda,355,EXP,2024,265535,24361
Paranaguá,Irlanda,355,IMP,2023,2412167,38180
Paranaguá,Irlanda,355,IMP,2024,2396019,77125
Paranaguá,Israel,383,EXP,2023,1574315,5564
Paranaguá,Israel,383,EXP,2024,887728,2584
Paranaguá,Israel,383,IMP,2023,2839126,21880
Paranaguá,Israel,383,IMP,2024,5316146,106498
Paranaguá,Itália,375,EXP,2023,17533,225
Paranaguá,Itália,375,EXP,2024,130566,2573
Paranaguá,Itália,375,IMP,2023,1653058,1501
Paranaguá,Itália,375,IMP,2024,2215773,1230
Paranaguá,Japão,386,EXP,2023,8451577,526044
Paranaguá,Japão,386,EXP,2024,6317043,81833
Paranaguá,Japão,386,IMP,2023,38696626,533157
Paranaguá,Japão,386,IMP,2024,30210883,459690
Paranaguá,Malásia,455,EXP,2023,393492,6302
Paranaguá,Malásia,455,EXP,2024,1625643,6118
Paranaguá,Malásia,455,IMP,2023,40930125,126298
Paranaguá,Malásia,455,IMP,2024,34322645,125879
Paranaguá,México,493,EXP,2023,53229349,6577293
Paranaguá,México,493,EXP,2024,38000709,4557326
Paranaguá,México,493,IMP,2023,37891996,400821
Paranaguá,México,493,IMP,2024,43200705,973751
Paranaguá,Noruega,589,EXP,2023,7398868,328026
Paranaguá,Noruega,589,EXP,2024,8525460,305576
Paranaguá,Noruega,589,IMP,2023,295812,10213
Paranaguá,Noruega,589,IMP,2024,419359,10615
Paranaguá,Outros,13,IMP,2023,24778,220
Paranaguá,Outros,17,EXP,2023,280,6
Paranaguá,Outros,17,EXP,2024,3290,67
Paranaguá,Outros,17,IMP,2023,36,0
Paranaguá,Outros,17,IMP,2024,14764,13
Paranaguá,Outros,31,EXP,2024,23348,1008
Paranaguá,Outros,31,IMP,2023,11,0
Paranaguá,Outros,31,IMP,2024,21,0
Paranaguá,Outros,37,IMP,2023,6311,26
Paranaguá,Outros,37,IMP,2024,10155,38
Paranaguá,Outros,40,EXP,2023,819176,10384
Paranaguá,Outros,40,EXP,2024,643763,16917
Paranaguá,Outros,41,EXP,2024,209,5
Paranaguá,Outros,43,EXP,2023,144,42775
Paranaguá,Outros,53,EXP,2023,362203,10120
Paranaguá,Outros,53,EXP,2024,701659,39585
Paranaguá,Outros,53,IMP,2023,61,0
Paranaguá,Outros,53,IMP,2024,38796,64
Paranaguá,Outros,59,EXP,2023,137456,2611
Paranaguá,Outros,59,EXP,2024,58148,3624
Paranaguá,Outros,64,EXP,2023,11024,25
Paranaguá,Outros,64,EXP,2024,13555,188
Paranaguá,Outros,64,IMP,2023,13069,27
Paranaguá,Outros,64,IMP,2024,11670,24
Paranaguá,Outros,65,EXP,2023,83105,1402
Paranaguá,Outros,65,EXP,2024,125613,2975
Paranaguá,Outros,69,EXP,2023,809574,7327
Paranaguá,Outros,69,EXP,2024,759896,16363
Paranaguá,Outros,69,IMP,2023,364065,6787
Paranaguá,Outros,69,IMP,2024,516694,14390
Paranaguá,Outros,73,EXP,2023,21491,245
Paranaguá,Outros,73,EXP,2024,42190,1702
Paranaguá,Outros,77,EXP,2023,1536,58
Paranaguá,Outros,77,EXP,2024,268,3
Paranaguá,Outros,80,EXP,2023,15089,164
Paranaguá,Outros,80,EXP,2024,37471,558
Paranaguá,Outros,81,EXP,2023,49068,589
Paranaguá,Outros,81,EXP,2024,31472,332
Paranaguá,Outros,81,IMP,2023,5451,48
Paranaguá,Outros,81,IMP,2024,20088,186
Paranaguá,Outros,83,EXP,2023,12349,7595
Paranaguá,Outros,83,EXP,2024,44436,9700
Paranaguá,Outros,85,IMP,2023,13441,50
Paranaguá,Outros,85,IMP,2024,2287,10
Paranaguá,Outros,88,EXP,2023,32137,1147
Paranaguá,Outros,88,EXP,2024,19701,896
Paranaguá,Outros,93,IMP,2023,8027,33
Paranaguá,Outros,93,IMP,2024,18158,129
Paranaguá,Outros,97,EXP,2023,1186906,21445
Paranaguá,Outros,97,EXP,2024,1080584,24234
Paranaguá,Outros,97,IMP,2023,886061,22923
Paranaguá,Outros,97,IMP,2024,894655,22551
Paranaguá,Outros,98,IMP,2023,22072,67
Paranaguá,Outros,98,IMP,2024,31445,132
Paranaguá,Outros,99,EXP,2023,435,722
Paranaguá,Outros,105,IMP,2023,271136,5072
Paranaguá,Outros,105,IMP,2024,502394,16883
Paranaguá,Outros,111,EXP,2023,26968,720
Paranaguá,Outros,111,EXP,2024,100636,414
Paranaguá,Outros,111,IMP,2023,431575,15992
Paranaguá,Outros,111,IMP,2024,402596,5007
Paranaguá,Outros,119,EXP,2024,750,1
Paranaguá,Outros,127,EXP,2023,21828,382
Paranaguá,Outros,127,EXP,2024,18157,295
Paranaguá,Outros,137,EXP,2023,606,1
Paranaguá,Outros,137,EXP,2024,1999,69
Paranaguá,Outros,141,EXP,2024,2030,1
Paranaguá,Outros,141,IMP,2023,11036,62
Paranaguá,Outros,141,IMP,2024,310571,11089
Paranaguá,Outros,145,EXP,2023,83965,2056
Paranaguá,Outros,145,EXP,2024,32,0
Paranaguá,Outros,145,IMP,2024,113,1
Paranaguá,Outros,153,EXP,2023,178374,2278
Paranaguá,Outros,153,EXP,2024,198922,2893
Paranaguá,Outros,153,IMP,2024,22628,138
Paranaguá,Outros,154,EXP,2023,144497,2628
Paranaguá,Outros,154,EXP,2024,161146,2680
Paranaguá,Outros,154,IMP,2023,4525,35
Paranaguá,Outros,163,EXP,2023,511981,799
Paranaguá,Outros,163,IMP,2023,639,6
Paranaguá,Outros,163,IMP,2024,912,34
Paranaguá,Outros,165,EXP,2023,683,62
Paranaguá,Outros,165,IMP,2024,33908,387
Paranaguá,Outros,177,EXP,2024,2763260,9573
Paranaguá,Outros,193,EXP,2023,2998920,21032
Paranaguá,Outros,193,EXP,2024,2366269,18879
Paranaguá,Outros,193,IMP,2023,1357,0
Paranaguá,Outros,193,IMP,2024,455,0
Paranaguá,Outros,195,EXP,2023,24889,41
Paranaguá,Outros,195,EXP,2024,32162,68
Paranaguá,Outros,195,IMP,2023,9980,44
Paranaguá,Outros,195,IMP,2024,250171,657
Paranaguá,Outros,198,EXP,2023,126646,2827
Paranaguá,Outros,198,EXP,2024,75939,729
Paranaguá,Outros,199,EXP,2023,24809,9149
Paranaguá,Outros,199,EXP,2024,96368,11657
Paranaguá,Outros,200,EXP,2023,101591,2349
Paranaguá,Outros,200,EXP,2024,130306,2642
Paranaguá,Outros,200,IMP,2023,1678,18
Paranaguá,Outros,229,EXP,2023,1993,96
Paranaguá,Outros,229,EXP,2024,13001,124
Paranaguá,Outros,235,EXP,2024,321,22
Paranaguá,Outros,240,EXP,2023,122327,1861
Paranaguá,Outros,240,EXP,2024,22684,426
Paranaguá,Outros,240,IMP,2023,25956,312
Paranaguá,Outros,240,IMP,2024,37389,369
Paranaguá,Outros,246,EXP,2023,557263,9848
Paranaguá,Outros,246,EXP,2024,186286,2117
Paranaguá,Outros,246,IMP,2023,4036007,31355
Paranaguá,Outros,246,IMP,2024,1924988,16996
Paranaguá,Outros,247,EXP,2023,49603,1325
Paranaguá,Outros,247,EXP,2024,51091,294
Paranaguá,Outros,247,IMP,2023,3042943,92228
Paranaguá,Outros,247,IMP,2024,1664870,54447
Paranaguá,Outros,251,EXP,2023,57167,963
Paranaguá,Outros,251,EXP,2024,55814,1005
Paranaguá,Outros,251,IMP,2023,969695,6920
Paranaguá,Outros,251,IMP,2024,534925,4211
Paranaguá,Outros,253,IMP,2023,812,2
Paranaguá,Outros,253,IMP,2024,3259,22
Paranaguá,Outros,271,EXP,2023,117425,2052
Paranaguá,Outros,271,EXP,2024,373397,6570
Paranaguá,Outros,271,IMP,2023,9900353,98102
Paranaguá,Outros,271,IMP,2024,16893028,164246
Paranaguá,Outros,281,EXP,2023,1133826,3001
Paranaguá,Outros,281,EXP,2024,64809,96
Paranaguá,Outros,289,EXP,2023,30492,5717
Paranaguá,Outros,289,EXP,2024,13790,2186
Paranaguá,Outros,291,EXP,2023,21207,93
Paranaguá,Outros,291,EXP,2024,14208,34
Paranaguá,Outros,291,IMP,2023,19775,16
Paranaguá,Outros,291,IMP,2024,813,9
Paranaguá,Outros,297,EXP,2023,24695,26429
Paranaguá,Outros,297,EXP,2024,744,50
Paranaguá,Outros,301,EXP,2023,229401,3012
Paranaguá,Outros,301,EXP,2024,341032,17779
Paranaguá,Outros,301,IMP,2023,31140,124
Paranaguá,Outros,301,IMP,2024,49288,2172
Paranaguá,Outros,309,EXP,2023,8759,98
Paranaguá,Outros,309,EXP,2024,2819,38
Paranaguá,Outros,317,EXP,2023,1266327,38135
Paranaguá,Outros,317,EXP,2024,1987187,56438
Paranaguá,Outros,317,IMP,2024,4769,230
Paranaguá,Outros,325,EXP,2023,3693,42
Paranaguá,Outros,325,EXP,2024,25,2
Paranaguá,Outros,337,EXP,2023,56981,2231
Paranaguá,Outros,337,EXP,2024,50364,4685
Paranaguá,Outros,341,EXP,2023,34603,849
Paranaguá,Outros,341,EXP,2024,24714,74
Paranaguá,Outros,345,EXP,2023,363656,9348
Paranaguá,Outros,345,EXP,2024,412719,27156
Paranaguá,Outros,345,IMP,2023,1505,1
Paranaguá,Outros,345,IMP,2024,5624,7
Paranaguá,Outros,357,EXP,2023,38124,496
Paranaguá,Outros,357,EXP,2024,48083,332
Paranaguá,Outros,365,EXP,2023,563690,5164
Paranaguá,Outros,365,EXP,2024,324819,3095
Paranaguá,Outros,365,IMP,2023,1264732,9584
Paranaguá,Outros,365,IMP,2024,1057082,13675
Paranaguá,Outros,369,EXP,2023,276414,5459
Paranaguá,Outros,369,EXP,2024,30471,192
Paranaguá,Outros,372,EXP,2023,93471,139
Paranaguá,Outros,379,IMP,2023,5,0
Paranaguá,Outros,391,EXP,2023,1125161,16524
Paranaguá,Outros,391,EXP,2024,76531,22502
Paranaguá,Outros,403,EXP,2023,63107,299
Paranaguá,Outros,403,EXP,2024,63846,365
Paranaguá,Outros,403,IMP,2023,23,1
Paranaguá,Outros,420,IMP,2023,241465,1983
Paranaguá,Outros,426,EXP,2024,2004,20
Paranaguá,Outros,427,EXP,2023,3213,58
Paranaguá,Outros,427,EXP,2024,29606,138
Paranaguá,Outros,427,IMP,2023,56224,957
Paranaguá,Outros,427,IMP,2024,79480,2873
Paranaguá,Outros,431,EXP,2023,43306,430
Paranaguá,Outros,431,EXP,2024,47010,124
Paranaguá,Outros,431,IMP,2024,75,1
Paranaguá,Outros,438,EXP,2023,213971,833
Paranaguá,Outros,438,EXP,2024,93908,601
Paranaguá,Outros,440,EXP,2023,12013,411
Paranaguá,Outros,440,EXP,2024,5697,104
Paranaguá,Outros,440,IMP,2023,243197,1686
Paranaguá,Outros,440,IMP,2024,49687,965
Paranaguá,Outros,442,EXP,2023,61057,3316
Paranaguá,Outros,442,EXP,2024,89591,985
Paranaguá,Outros,442,IMP,2023,1007316,5798
Paranaguá,Outros,442,IMP,2024,1515961,4542
Paranaguá,Outros,445,EXP,2023,20589,908
Paranaguá,Outros,445,EXP,2024,12154,1744
Paranaguá,Outros,445,IMP,2023,1278653,6147
Paranaguá,Outros,445,IMP,2024,737737,5412
Paranaguá,Outros,447,IMP,2023,5242,5
Paranaguá,Outros,449,IMP,2023,4570,21
Paranaguá,Outros,449,IMP,2024,7337,26
Paranaguá,Outros,450,EXP,2024,115509,131
Paranaguá,Outros,450,IMP,2023,3761,5
Paranaguá,Outros,450,IMP,2024,24890,31
Paranaguá,Outros,461,EXP,2023,278681,884
Paranaguá,Outros,461,IMP,2023,1022,3
Paranaguá,Outros,464,EXP,2023,341,10
Paranaguá,Outros,464,IMP,2024,2670,2
Paranaguá,Outros,467,EXP,2023,7881,394
Paranaguá,Outros,467,EXP,2024,4690,27
Paranaguá,Outros,467,IMP,2023,137268,264
Paranaguá,Outros,467,IMP,2024,111881,382
Paranaguá,Outros,474,EXP,2023,246554,4534
Paranaguá,Outros,474,EXP,2024,577458,29607
Paranaguá,Outros,474,IMP,2023,1157434,11165
Paranaguá,Outros,474,IMP,2024,546442,18560
Paranaguá,Outros,477,EXP,2023,1185,3
Paranaguá,Outros,485,EXP,2023,19200,42
Paranaguá,Outros,485,EXP,2024,4653,986
Paranaguá,Outros,494,EXP,2023,12030,94
Paranaguá,Outros,494,EXP,2024,49375,5701
Paranaguá,Outros,494,IMP,2023,15764,25
Paranaguá,Outros,494,IMP,2024,10574,17
Paranaguá,Outros,495,EXP,2024,20000,4
Paranaguá,Outros,495,IMP,2023,3805,56
Paranaguá,Outros,497,EXP,2024,3208,1846
Paranaguá,Outros,498,EXP,2023,79757,14578
Paranaguá,Outros,505,EXP,2023,361501,1442
Paranaguá,Outros,505,EXP,2024,323645,29893
Paranaguá,Outros,507,IMP,2024,413,10
Paranaguá,Outros,517,EXP,2023,10770,85
Paranaguá,Outros,517,EXP,2024,18961,93
Paranaguá,Outros,517,IMP,2024,15,0
Paranaguá,Outros,521,EXP,2023,368445,8644
Paranaguá,Outros,521,EXP,2024,236221,6011
Paranaguá,Outros,521,IMP,2023,24532,1147
Paranaguá,Outros,521,IMP,2024,9006,510
Paranaguá,Outros,525,IMP,2023,31,0
Paranaguá,Outros,525,IMP,2024,134,8
Paranaguá,Outros,528,EXP,2023,37664,526
Paranaguá,Outros,528,EXP,2024,30327,737
Paranaguá,Outros,535,IMP,2024,1311,2
Paranaguá,Outros,538,EXP,2023,11716037,27052
Paranaguá,Outros,538,EXP,2024,23376267,44193
Paranaguá,Outros,538,IMP,2023,28396748,77811
Paranaguá,Outros,538,IMP,2024,37818011,99474
Paranaguá,Outros,545,EXP,2023,1106,20
Paranaguá,Outros,548,EXP,2023,57533,1240
Paranaguá,Outros,548,EXP,2024,38717,2547
Paranaguá,Outros,548,IMP,2023,1321571,3827
Paranaguá,Outros,548,IMP,2024,547629,1877
Paranaguá,Outros,556,EXP,2023,28081,453
Paranaguá,Outros,556,EXP,2024,173073,2066
Paranaguá,Outros,575,IMP,2023,12,0
Paranaguá,Outros,575,IMP,2024,1183,4
Paranaguá,Outros,576,EXP,2023,51673,1207
Paranaguá,Outros,576,EXP,2024,35654,4610
Paranaguá,Outros,576,IMP,2023,140738,5089
Paranaguá,Outros,576,IMP,2024,226387,6467
Paranaguá,Outros,578,EXP,2023,16210,53
Paranaguá,Outros,578,EXP,2024,21138,68
Paranaguá,Outros,580,EXP,2023,1123139,30377
Paranaguá,Outros,580,EXP,2024,1062269,31615
Paranaguá,Outros,580,IMP,2023,1390,73
Paranaguá,Outros,580,IMP,2024,832,25
Paranaguá,Outros,586,EXP,2023,1111532,9936
Paranaguá,Outros,586,EXP,2024,901308,13060
Paranaguá,Outros,586,IMP,2023,217358,4604
Paranaguá,Outros,586,IMP,2024,134779,3650
Paranaguá,Outros,599,EXP,2023,2988,42
Paranaguá,Outros,599,EXP,2024,24700,18
Paranaguá,Outros,599,IMP,2024,3304,0
Paranaguá,Outros,623,EXP,2023,15064,553
Paranaguá,Outros,623,EXP,2024,231923,4039
Paranaguá,Outros,625,EXP,2023,4600,51
Paranaguá,Outros,640,IMP,2023,4343,0
Paranaguá,Outros,647,EXP,2023,1389168,57972
Paranaguá,Outros,647,EXP,2024,1539876,66432
Paranaguá,Outros,647,IMP,2023,397111,2643
Paranaguá,Outros,647,IMP,2024,348741,2392
Paranaguá,Outros,660,EXP,2023,14961,150
Paranaguá,Outros,660,EXP,2024,1102,10
Paranaguá,Outros,665,EXP,2023,88084,2776
Paranaguá,Outros,665,EXP,2024,40671,1463
Paranaguá,Outros,670,EXP,2023,875614,43769
Paranaguá,Outros,670,EXP,2024,1340068,45599
Paranaguá,Outros,670,IMP,2023,23580225,293413
Paranaguá,Outros,670,IMP,2024,21461942,415463
Paranaguá,Outros,675,EXP,2023,1780,34
Paranaguá,Outros,675,EXP,2024,6245,1326
